RegionName,AreaID,TotalIntroducedSpecies,ButterflyIntSp,MothsIntSp,Micro-MothsIntSp,Macro-MothsIntSp,Country,Continent,Island,GDP_AVG5Y,InvBias_SC,Area_SqKms,DensPop,AgricultureCultivated_Area_100,Urban_Area_100,ClosedForest_Area_100,OpenForest_Area_100,Forest_Area_100,MeanAnnualTemperature,AnnualPrecipitation
Kiribati,KIR.1_1,1,0,1,0,1,Kiribati,Oceania,1,255.8998,1.75,1012.082,158.68404,0.0,0.0,0.0,0.0,0.0,26.685903829128588,1580.4632657432237
Kosovo,XKO.1_1,1,0,1,1,0,Kosovo,Europe,0,8970.6818,,10836.644,192.39714,25.5726708403811,3.802067198017292,34.6120648952402,22.2357977465918,56.847862641832,10.001903982080224,868.7147647807316
Kuwait,KWT.1_1,2,0,2,2,0,Kuwait,Asia,0,149601.2501,0.0,17428.292,207.06828,2.173129487591712,3.023709132638517,0.0,0.154507178627195,0.154507178627195,25.83084164334256,122.14836773805486
Kyrgyzstan,KGZ.1_1,4,0,4,3,1,Kyrgyzstan,Asia,0,10602.6874,1.25,197448.549,28.991,2.8776616804121833,0.7887830591335743,2.75272247608148,1.50236399087419,4.25508646695567,0.195641903826385,722.6452190609625
Laos,LAO.1_1,2,0,2,0,2,Laos,Asia,0,17572.2912,2.0,229872.374,34.39217,10.372347062873686,0.41965770515002676,81.0524621144016,6.99977649263683,88.0522386070384,22.75477230830723,2075.038847924477
Latvia,LVA.1_1,13,0,13,12,1,Latvia,Europe,0,38513.982,2.0,64710.103,40.87672,25.637635445319546,0.9273419885114492,54.6552416965394,13.3550658231162,68.0103075196556,6.350989983889386,729.13699131271
Lebanon,LBN.1_1,2,0,2,2,0,Lebanon,Asia,0,36468.794,0.75,10238.057,979.40566,16.075453392780027,10.232764961419464,7.33345690673429,11.0410533186359,18.3745102253702,14.434956856310418,917.5350612212515
Lesotho,LSO.1_1,3,0,3,3,0,Lesotho,Africa,0,2265.8356,1.0,30545.275,60.78707,9.083570272115411,0.4624934299012418,0.0131488480744031,0.408271732710216,0.421420580784619,10.697720391046461,946.6606416591477
Liberia,LBR.1_1,2,0,2,1,1,Liberia,Africa,0,3649.9639,0.5,95918.088,47.65901,0.016918324654115646,0.4815698197169268,92.1541143909679,5.91649376004996,98.0706081510179,24.95507452381657,2363.864961740093
Libya,LBY.1_1,2,0,2,2,0,Libya,Africa,0,47933.9077,0.5,1616058.327,4.47488,1.5227057255996437,0.09998154103618737,0.000794279003564153,0.142590464350281,0.143384743353845,22.00808969529874,31.277808383777504
Liechtenstein,LIE.1_1,2,0,2,2,0,Liechtenstein,Europe,0,6921.3685,0.75,159.484,242.35316,7.84487246225924,9.411764705882353,41.025507548152,19.1462779802186,60.1717855283706,5.674632372225032,1523.7761046465705
Lithuania,LTU.1_1,19,0,19,18,1,Lithuania,Europe,0,65484.55,1.75,65016.842,43.09053,47.93313227230544,2.0723109620323177,36.0896488932054,8.46404759760874,44.5536964908141,6.879252465770126,712.1960047455821
Luxembourg,LUX.1_1,11,0,11,9,2,Luxembourg,Europe,0,79314.162,0.75,2581.554,227.42208,30.161061773939384,7.8286283180435605,33.158142262072,18.8916238105126,52.0497660725846,8.925350430352642,914.7647398520267
Madagascar,MDG.1_1,6,1,5,4,1,Madagascar,Africa,1,14527.1347,1.5,591446.366,47.28228,4.770896483084554,0.22957650003466223,15.632685251142,16.7259834126674,32.3586686638094,22.381149042321596,1629.950956375903
Madeira,PRT.3_1,24,1,23,20,3,Portugal,Africa,1,5787.908,2.5,798.809,338.46021,2.755794595978999,9.784863618901268,41.9375080035856,26.6128825713919,68.5503905749775,15.690710381297682,2213.096630603672
Malawi,MWI.1_1,7,0,7,6,1,Malawi,Africa,0,12068.1038,2.5,117926.93,163.66423,26.510047142696102,1.659561737267016,9.11127050621259,25.2491743201488,34.3604448263614,21.966571833854836,1152.8768311656363
Malaysia,MYS.1_1,6,0,6,3,3,Malaysia,Asia,1,376745.9439,1.0,329578.762,105.44504,2.481641406435798,2.1396963990925078,85.9127728378836,7.24794934563055,93.1607221835141,25.256339059005818,3283.1416279939085
Maldives,MDV.1_1,2,0,2,0,2,Maldives,Asia,1,5491.8338,1.25,299.684,2221.24377,2.2813381700927047,0.07255139056831923,0.552196694881096,1.3502619911326,1.9024586860137,27.077218275803787,1845.7878717727208
Mali,MLI.1_1,3,0,3,1,2,Mali,Africa,0,18699.4448,0.5,1251195.726,18.39349,6.653470702366684,0.24485877707157744,0.0879506208593418,5.01745246032267,5.10540308118201,28.428068993036938,299.6051970361253
Malta,MLT.1_1,15,1,14,13,1,Malta,Europe,1,18796.1798,1.5,323.368,1349.45499,40.4368754569827,33.07031440409457,0.0,1.80051182061905,1.80051182061905,18.709829028855022,567.2623922885992
Marshall Islands,MHL.1_1,1,0,1,0,1,Marshall Islands,Oceania,1,249.26,,300.283,191.39602,0.0,0.0,0.0,0.0,0.0,26.81899469258399,2526.3645294018966
Mauritania,MRT.1_1,0,0,0,0,0,Mauritania,Africa,0,9117.5459,0.5,1041174.279,4.19133,0.20687616919013257,0.028326368548524623,0.000009826446073725,0.0464386923170828,0.0464485187631565,27.284691007190133,91.13607424418886
Mauritius,MUS.1_1,8,3,5,5,0,Mauritius,Africa,1,12980.2613,2.25,2027.41,637.70397,0.0,1.7039421569784101,33.2838948533418,3.64496429755223,36.928859150894,22.845073506715615,1717.8309492521166
Mexico,MEX.1_1,11,1,10,9,1,México,North America,0,1398264.8059999999,2.25,1951230.549,70.56945,11.567167956843686,0.9822912349815236,21.3266059033116,15.6636673939223,36.9902732972339,20.45867441089683,818.8395742372351
Micronesia,FSM.1_1,4,0,4,2,2,Micronesia,Oceania,1,409.2,2.5,774.857,129.70569,0.0,0.0,0.0,0.0,0.0,26.564099826936868,4513.096750917249
Moldova,MDA.1_1,7,0,7,5,2,Moldova,Europe,0,13601.868,1.25,33907.87,110.15444,76.97211350173939,4.876946884373831,7.42733791140957,5.10765161312403,12.5349895245336,9.870781143271923,559.3011436213643
Monaco,MCO.1_1,0,0,0,0,0,Monaco,Europe,0,8306.6513,0.0,2.355,13336.42839,0.0,34.73282442748092,0.0,0.381679389312977,0.381679389312977,15.799999713897707,817.1499938964844
Mongolia,MNG.1_1,5,0,5,3,2,Mongolia,Asia,0,16055.4751,0.75,1566250.224,2.06289,0.881652978658678,0.015346991042449997,6.47080549258377,0.190017059489678,6.66082255207345,0.954723537927412,235.67227281722467
Montenegro,MNE.1_1,10,1,9,8,1,Montenegro,Europe,0,5986.7747,1.5,13336.641,45.79956,10.741328868038323,1.2901455581518133,41.506111268765,19.4444276727534,60.9505389415184,8.957750210606761,2099.648811926208
Morocco,MAR.1_1,13,1,12,11,1,Morocco,Africa,0,133532.9999,0.75,413477.273,87.67239,19.641403512310934,0.6128666163590246,0.866970473162297,6.47740767280253,7.34437814596483,18.11213786585543,301.55150719485795
Mozambique,MOZ.1_1,7,0,7,6,1,Mozambique,Africa,0,17150.7969,0.5,787460.646,39.68262,4.927539808874788,0.45072603260121286,23.8804634619612,51.932494559673,75.8129580216342,23.73086043259775,990.579515501048
Myanmar,MMR.1_1,3,0,3,1,2,Myanmar,Asia,0,69885.436,1.25,669297.41,72.85001,24.284866216181065,0.6825060647389519,64.3008517010852,7.20242180704009,71.5032735081253,23.274120464176143,2426.1710455634934
Namibia,NAM.1_1,1,0,1,0,1,Namibia,Africa,0,12089.2918,1.0,824048.014,2.90424,0.8589446679874508,0.030074744280557505,0.0724011531167511,5.4613027551547,5.53370390827145,21.218987001497897,276.1984301190754
Nauru,NRU.1_1,0,0,0,0,0,Nauru,Oceania,1,147.1777,1.0,22.151,463.6974,0.0,0.0,0.0,0.0,0.0,27.061999282836915,2329.7
Nepal,NPL.1_1,3,0,3,2,1,Nepal,Asia,0,37327.1389,0.75,147662.638,279.68649,16.35280531556743,0.6536333274511431,41.1030882223453,13.9192236378532,55.0223118601985,12.504046892841576,2171.5044735521055
Netherlands,NLD.1_1,53,1,52,46,6,Netherlands,Europe,0,995437.936,2.0,37686.935,472.10115,47.183435711470025,11.452444309011558,9.44872532722615,12.9652323014577,22.4139576286838,10.07262612713337,877.3515843608786
New Caledonia,FRA.7_1,3,0,3,2,1,France,Oceania,1,9704.2711,,18827.032,15.19282,0.027022937068984156,0.3676320460807133,58.6808483040404,18.9566504048636,77.637498708904,22.047058444042737,1819.4176960695604
New Zealand,NZL.1_1,167,5,162,128,34,New Zealand,Oceania,1,235756.22000000003,3.0,268709.442,18.84195,8.180609876088782,0.6273106262537422,34.2096427374214,7.97256366798426,42.1822064054057,9.869967572356744,1788.7383217164652
Nicaragua,NIC.1_1,3,0,3,3,0,Nicaragua,North America,0,14600.7549,0.5,128178.853,54.29124,34.03959217958525,0.3402252698232641,22.4996374452284,25.4821379197994,47.9817753650278,25.18856305618847,2314.3498653744623
Niger,NER.1_1,3,0,3,1,2,Niger,Africa,0,14760.4469,1.0,1183670.988,19.83546,7.126538131342451,0.04072864438381585,0.000538100540834013,0.09328964113196,0.093827741672794,27.065760126773704,127.11500498681374
Nigeria,NGA.1_1,8,0,8,5,3,Nigeria,Africa,0,437759.9516,0.75,908410.135,238.44174,38.59274726807227,2.1471052314566816,11.6566920260116,20.7468621860534,32.403554212065,26.902958261566937,1218.2020884518136
Niue,NIU.1_1,2,0,2,1,1,Niue,Oceania,1,,1.75,266.67,5.18761,0.0,0.0,0.0,0.0,0.0,24.882432834522145,2954.9645636847786
North America Colombian Islands,COL.2_1,0,0,0,0,0,Colombia,North America,1,465.254,,52.279,2120.84349,0.7699275362318841,11.05072463768116,41.1911231884058,27.0606884057971,68.2518115942029,26.340322648325273,2031.3870888986896
North Korea,PRK.1_1,1,0,1,0,1,North Korea,Asia,0,,,122706.36,193.63065,25.063960918408597,2.147925829845252,55.7019826044514,8.22087986396082,63.9228624684122,6.867833926610004,1061.112284116951
North Macedonia,MKD.1_1,10,0,10,8,2,North Macedonia,Europe,0,13732.7435,0.25,24909.984,84.7115,19.401115887679502,1.9109485045275771,34.6150187505716,19.6540382328729,54.2690569834445,10.776887132416727,743.479450746589
Norway,NOR.1_1,22,0,22,22,0,Norway,Europe,0,424069.624,2.5,325121.232,15.35878,1.6974084257651623,0.3798977529213885,30.0486643605791,9.47288443601498,39.5215487965941,1.756335133413785,1583.9893212623729
Norway Antarctic Islands,NOR.2_1,0,0,0,0,0,Norway,Antarctica,1,,,77.573,,0.0,0.0,0.0,0.0,0.0,-1.585294120841556,2471.6745054955577
Norway European Islands,NOR.3_1,0,0,0,0,0,Norway,Europe,1,176.0,2.5,60343.331,0.06118,0.03569349618299196,9.643336804934583e-05,0.0103008370416346,0.0551423531845804,0.065443190226215,-9.0307015049066,630.978712618116
Oman,OMN.1_1,3,1,2,1,1,Oman,Asia,0,94409.7789,1.0,309136.637,12.42713,0.29257379451841103,0.26598018280188707,0.0385096942931769,0.169428700771706,0.207938395064883,27.654590158766418,68.1388002577075
Pakistan,PAK.1_1,6,0,6,4,2,Pakistan,Asia,0,336530.8654,0.5,874186.258,266.77075,24.90132054912709,1.0901243055387195,1.29371493540552,3.90651787291372,5.20023280831924,19.825318126635906,414.2724856680808
Palau,PLW.1_1,12,1,11,6,5,Palau,Oceania,1,262.8251,0.5,484.17,58.35682,0.0,0.6574866641855849,59.9330107927056,6.36397469296613,66.2969854856717,26.789436813811182,3934.934863023355
Palestine,PSE.1_1,0,0,0,0,0,Palestine,Asia,0,17592.0,,6219.961,923.92461,14.19027896696601,10.066506043288664,0.100223678009863,1.89363015471615,1.99385383272601,19.20432894311562,559.6240265003564
Panama,PAN.1_1,4,0,4,4,0,Panama,North America,0,70765.9048,1.25,75452.349,55.11699,20.575866720835894,0.693659373621218,54.0274172937262,18.7187813576124,72.7461986513386,24.515645595907337,3267.80985226318
Papua New Guinea,PNG.1_1,9,0,9,6,3,Papua New Guinea,Oceania,1,27417.0016,0.0,463612.817,19.87822,0.09111766775107576,0.03319386580266928,88.8754297728342,5.74206640262978,94.617496175464,23.164941973957077,3299.475366703887
Paracel Islands,XPI.1_1,0,0,0,0,0,Paracel Islands,Asia,1,,,19.678,23.93414,4.396248534583822,3.5169988276670576,0.351699882766705,1.99296600234466,2.34466588511137,26.37400009155273,1510.42400390625
Paraguay,PRY.1_1,2,0,2,1,1,Paraguay,South America,0,39643.5182,,399285.302,19.39002,10.77462769432136,0.22022998603538763,35.5970647206085,19.9692142566741,55.5662789772826,23.561874539939875,1307.813028325622
Peru,PER.1_1,5,0,5,4,1,Peru,South America,0,234040.39709999997,1.75,1292462.595,27.79137,1.0371515011960475,0.1559931721733994,58.2394020476779,2.08799764073444,60.3273996884123,18.46182966065974,1881.2849953992666
Philippines,PHL.1_1,6,0,6,2,4,Philippines,Asia,1,394832.33,1.0,295856.809,378.4445,18.858793483918575,1.9168913043991689,56.5600682717771,17.7818613602404,74.3419296320175,25.428062548976108,2774.044659726287
Poland,POL.1_1,29,0,29,24,5,Poland,Europe,0,675567.9419999999,2.5,312400.072,126.52906,49.87704210973868,4.400650089463736,30.8934324074296,10.8194592089451,41.7128916163747,8.28496359017278,646.5318572238931
Portugal,PRT.1_1,30,3,27,24,3,Portugal,Europe,0,233502.202,2.5,88756.339,115.35961,10.3752837695685,5.394855304311946,11.5882089540734,37.902322980106,49.4905319341794,15.014570079576666,920.8792364191821
Qatar,QAT.1_1,2,0,2,2,0,Qatar,Asia,0,189845.3551,0.75,11583.407,580.01992,1.7818972209872952,3.637921669701586,0.00104271036444623,0.143135695483073,0.144178405847519,26.99220258978833,93.90185901355629
Republic of the Congo,COG.1_1,3,0,3,2,1,Republic of the Congo,Africa,0,14281.8203,0.75,341732.667,13.07127,0.5216704447878857,0.1271919466445509,69.7681190793162,4.66952265335604,74.4376417326722,24.449828295293234,1714.546652882945
Romania,ROU.1_1,31,0,31,25,6,Romania,Europe,0,287483.8573,1.0,238338.599,143.28579,46.52746052669714,3.3929014558005703,30.8693097692688,11.6780002467621,42.5473100160309,9.477502334041237,692.9534778826073
Russia Asia,RUS.1_2,22,0,22,19,3,Russia,Asia,0,424912.1948,1.5,12975589.42,2.32084,1.2911637776395675,0.07893220634997722,46.268429455022,6.29556659894003,52.563996053962,-7.244564074296544,571.0716374122219
Russia Europe,RUS.1_1,23,0,23,20,3,Russia,Europe,0,1018877.646,1.5,3950233.428,23.85213,18.026210746103665,0.9045929199717134,45.3222319107483,6.79950563868292,52.1217375494312,2.30352286115311,675.4284627982647
Rwanda,RWA.1_1,3,0,3,2,1,Rwanda,Africa,0,11801.3796,1.5,25279.224,596.84885,48.49370715711202,1.786440371129024,6.88244819102618,14.9908501264603,21.8732983174865,19.194050033580943,1222.1556558460702
Saint Kitts and Nevis,KNA.1_1,1,0,1,1,0,Saint Kitts and Nevis,North America,1,977.4659,,267.121,226.91165,1.1839708561020037,7.246942492844132,31.1865729898516,40.2506722178853,71.4372452077369,25.212804811756786,1325.0567087313025
Saint Lucia,LCA.1_1,4,0,4,2,2,Saint Lucia,North America,1,2046.9407,1.25,614.43,284.08619,0.8272692454998084,7.6675603217158175,57.6943699731903,28.1826886250478,85.8770585982381,25.766107392791135,2155.6488553245595
Saint Vincent and the Grenadines,VCT.1_1,2,0,2,2,0,Saint Vincent and the Grenadines,North America,1,936.9119,0.75,397.945,272.6423,0.41225494557641545,6.640567072989886,53.2787614556455,28.1756977192514,81.4544591748969,24.933958343664806,2154.0952092488606
Samoa,WSM.1_1,6,0,6,4,2,Samoa,Oceania,1,879.3814,2.5,2853.36,69.88047,0.0,0.0,0.0,0.0,0.0,24.349651049375186,4077.3270704885595
San Marino,SMR.1_1,0,0,0,0,0,San Marino,Europe,0,1700.6794,,61.215,538.69308,14.44332998996991,16.306061040263646,16.836222954578,36.538185986531,53.374408941109,13.511000003814697,871.4649981689453
Sao Tome and Principe,STP.1_1,2,0,2,1,1,São Tomé and Príncipe,Africa,1,525.6788,0.5,1002.234,216.62713,0.15228058301708927,0.02417152111382369,82.7753740542892,5.25851441831234,88.0338884726015,24.499957363522164,1529.4353817210479
Saudi Arabia,SAU.1_1,5,1,4,4,0,Saudi Arabia,Asia,0,924629.28,1.25,1923014.675,18.4179,1.0977851672295245,0.3052359669691407,0.00336386672621134,0.082864764833768,0.0862286315599793,25.428488352386562,89.64126867942063
Senegal,SEN.1_1,4,0,4,2,2,Senegal,Africa,0,26784.6211,1.5,196889.705,84.15079,19.63881301748509,0.5239013710055779,6.56334132612411,13.9879763391761,20.5513176653002,28.62117360132406,647.5664091711143
Serbia,SRB.1_1,17,0,17,14,3,Serbia,Europe,0,64807.7642,1.75,78231.645,92.92782,41.57158402718867,3.3654831926860744,35.1679681619455,15.5839485673724,50.7519167293179,10.78238128491946,757.0347047120247
Seychelles,SYC.1_1,7,1,6,5,1,Seychelles,Africa,1,1787.5669,1.25,491.2,207.55318,0.9544787077826725,0.07831620166421928,5.40381791483113,7.94175232501223,13.3455702398434,25.77517382303874,1945.9817746480305
Sicily and Sardinia,ITA.2_1,18,2,16,16,0,Italy,Europe,1,142400.282,2.0,49821.676,134.45293,23.909132433393175,4.857784284348036,10.7428095322142,18.5688769521376,29.3116864843518,15.670959774547654,673.4113028332081
Sierra Leone,SLE.1_1,3,0,3,2,1,Sierra Leone,Africa,0,6781.6787,,72601.14,94.72597,0.896811843633433,0.7523660183273894,40.9740586718741,46.1329961170281,87.1070547889022,25.62520515659928,2633.852972514776
Singapore,SGP.1_1,2,0,2,1,1,Singapore,Asia,1,432080.7264,1.0,697.025,6758.76582,2.628652837138191,43.52305500538587,19.7209771013586,9.38184092567497,29.1028180270336,26.83940912584953,2428.1518527627577
Slovakia,SVK.1_1,26,0,26,24,2,Slovakia,Europe,0,115878.238,1.25,49095.707,112.05889,37.42763013368933,4.684138520300476,43.7968018052086,11.1986692590674,54.995471064276,8.193549630034548,775.2743233693809
Slovenia,SVN.1_1,29,1,28,24,4,Slovenia,Europe,0,59646.728,2.25,19956.762,109.22386,18.281546569956618,3.3108646285249455,63.099240780911,10.9471597071583,74.0464004880693,9.424009980279074,1535.6841988205686
Solomon Islands,SLB.1_1,3,0,3,2,1,Solomon Islands,Oceania,1,1575.5552,1.5,28532.825,23.47992,0.022193311716180688,0.0773619410295599,91.4101814859114,1.25759302836338,92.6677745142748,25.383754181441027,3783.0406321724113
Somalia,SOM.1_1,3,0,3,1,2,Somalia,Africa,0,9587.7399,0.75,633532.058,17.3734,1.696571064016028,0.04484103017663516,0.378688593301461,3.89083352303418,4.26952211633564,26.35979490034992,321.9484589754625
South Africa,ZAF.1_1,44,1,43,37,6,South Africa,Africa,0,387162.1683000001,2.5,1219709.074,48.86409,9.4587950695619,0.8768786544062654,2.88537136025633,6.7602346569277,9.64560601718403,17.659187933679448,495.6981358696512
South Korea,KOR.1_1,30,4,26,20,6,South Korea,Asia,0,1688641.26,1.75,98674.511,541.24836,17.279055732133177,7.734056893508804,59.053389529355,11.260281152164,70.313670681519,12.026834865656223,1444.6978150846421
South Korean Islands,KOR.2_1,2,0,2,2,0,South Korea,Asia,1,17243.532,1.75,1863.116,306.91789,5.687028102597651,14.182135361299645,56.7089159647831,21.680704336686,78.3896203014691,14.774614143150824,2196.0647744072808
South Sudan,SSD.1_1,1,0,1,0,1,South Sudan,Africa,0,14245.0528,,628102.11,26.54861,0.6568772712886318,0.029915349563757278,7.73378632426517,30.402923284887,38.1367096091522,27.32147098708913,1034.3906339528974
Spain,ESP.1_1,48,2,46,37,9,Spain,Europe,0,1301651.166,2.5,493474.876,99.65211,29.934477571183056,2.4599451887217074,16.5634167031068,26.8996497100292,43.463066413136,13.644260305759463,721.7160579228131
Spanish European Islands,ESP.3_1,6,1,5,4,1,Spain,Europe,1,35888.93,2.5,5029.748,279.31034,25.438416362068256,6.705894212567998,14.7564395028356,35.4996845119642,50.2561240147998,17.5578943996913,588.0637852979305
Spanish North African Territory,ESP.1_2,0,0,0,0,0,Spain,Africa,0,2001.106,2.5,29.227,6073.13076,1.5182186234817814,35.526315789473685,0.944669365721997,21.8960863697705,22.8407557354925,17.804347701694656,632.1108677076256
Spratly Islands,XSP.1_1,0,0,0,0,0,Spratly Islands,Asia,1,,,1.875,,3.1446540880503147,0.0,1.25786163522012,6.28930817610062,7.54716981132074,27.049999237060547,2250.550048828125
Sri Lanka,LKA.1_1,8,2,6,3,3,Sri Lanka,Asia,1,84086.0672,1.5,65837.403,330.22805,16.083027792608178,2.797829473709939,58.4246337843376,19.2289739613819,77.6536077457195,26.456724671930555,1713.3996382200119
Sudan,SDN.1_1,6,0,6,5,1,Sudan,Africa,0,50906.913,1.5,1872128.426,22.60053,9.50351288210465,0.11299368464621341,0.018946514982446,2.75726227717859,2.77620879216104,26.80633681669675,214.9338979853709
Suriname,SUR.1_1,1,0,1,1,0,Suriname,South America,0,3456.5042,0.75,146425.55,4.34017,0.006378182490280079,0.13175526261939496,94.1068729248216,0.55770728680533,94.6645802116269,25.79020753529741,2108.518146341786
Swaziland,SWZ.1_1,4,0,4,3,1,Swaziland,Africa,0,4515.299,1.75,17383.258,62.98211,28.30078541246498,0.5273581904576792,16.010927151697,33.8924196791227,49.9033468308197,19.488211803066942,826.0010101976605
Sweden,SWE.1_1,34,0,34,25,9,Sweden,Europe,0,532235.25,1.75,446865.065,21.16913,5.3609204208516,0.687414741143633,57.8096656276907,13.0781652420333,70.887830869724,2.995545869977002,844.3532843836952
Sweden European Islands,SWE.2_1,0,0,0,0,0,Sweden,Europe,1,41229.356,1.75,3182.214,17.83888,26.639471174292,1.2605441025281072,46.862058572154,17.6247022052296,64.4867607773836,7.701514741334768,579.0974803983454
Switzerland,CHE.1_1,31,1,30,24,6,Switzerland,Europe,0,798415.5800000001,2.5,41235.436,222.37913,10.943761109481766,5.530982592647204,27.2525816126633,14.8260844555564,42.0786660682197,4.963295886306178,1632.749910646813
Syria,SYR.1_1,6,1,5,5,0,Syria,Asia,0,18820.9225,0.5,186917.563,144.05777,44.915900370164266,1.635244374983311,0.605333774361667,0.74008335158367,1.34541712594534,18.41999634630874,283.7647497186369
Taiwan,TWN.1_1,8,2,6,3,3,Taiwan,Asia,1,747564.0,,36406.335,673.14636,10.90832789046715,11.43542115575957,63.2171612044706,10.1092642669222,73.3264254713928,19.645103424903624,3099.3867958581022
Tajikistan,TJK.1_1,1,0,1,1,0,Tajikistan,Asia,0,9629.3419,1.0,142113.451,66.60343,9.20056246504953,1.2421605880747837,0.784338328397788,0.61444460597988,1.39878293437767,-0.222072804506466,645.7998141944169
Tanzania,TZA.1_1,4,0,4,3,1,Tanzania,Africa,0,70516.6952,1.25,937853.646,59.13574,20.65560697658929,0.5735810259464351,18.6732364124274,31.9179940104427,50.5912304228701,22.50907376651005,986.5735989798264
Tanzanian Islands,TZA.2_1,0,0,0,0,0,Tanzania,Africa,1,,1.25,2675.423,618.39527,2.9244798471755407,3.885940329978284,38.50933076223,36.6747163826738,75.1840471449038,25.96951617180485,1625.19630651222
Thailand,THA.1_1,8,0,8,6,2,Thailand,Asia,0,512261.799,1.0,513939.556,146.68442,43.032182596965754,4.055547520745727,42.2990577442074,8.70833685803764,51.007394602245,26.16700187481261,1649.5135220465063
Timor-Leste,TLS.1_1,0,0,0,0,0,Timor-Leste,Asia,1,2621.714,1.0,14915.478,94.18322,1.9303441526484426,0.28717522184426386,40.6442455368217,41.8356574160973,82.479902952919,23.94415429176771,1365.634292317312
Togo,TGO.1_1,4,0,4,2,2,Togo,Africa,0,8015.1932,0.75,56904.461,150.97732,29.632480503949736,1.100558353404861,14.4242138417746,32.4804828956898,46.9046967374644,26.719115874853053,1219.6884856830604
Tokelau,TKL.1_1,1,0,1,1,0,Tokelau,Oceania,1,,,15.667,77.80416,0.0,0.0,0.0,0.0,0.0,27.093749403953552,3443.2937469482426
Tonga,TON.1_1,3,0,3,1,2,Tonga,Oceania,1,503.4353,1.75,763.418,141.47053,0.03586211018633355,0.08517251169254217,17.2392152174887,8.82656186961134,26.0657770871,24.327450065894173,2286.0635410063637
Trinidad and Tobago,TTO.1_1,3,0,3,3,0,Trinidad and Tobago,South America,1,25301.1009,1.5,5159.132,269.11181,1.4239380526884802,7.693978063407286,54.1392151246061,24.5091063656776,78.6483214902837,25.81228222413073,2087.009181205679
Tunisia,TUN.1_1,6,1,5,4,1,Tunisia,Africa,0,44863.814,1.0,154868.624,79.20599,17.78261166351908,1.8785345351592593,0.837945280731237,5.17157224445217,6.00951752518341,19.9483070309977,240.38718141039772
Turkey,TUR.1_1,13,1,12,9,3,Turkey,Asia,0,863046.36,1.0,780704.358,104.5284,27.455388976691392,1.5834894441282676,16.7346210860806,9.06999954479752,25.8046206308781,11.04934117363175,740.3722736909517
Turkmenistan,TKM.1_1,3,0,3,3,0,Turkmenistan,Asia,0,52131.8286,2.0,489598.027,20.14512,9.112794961930271,0.5522291667786855,0.00178651947904629,0.0386096345665733,0.0403961540456196,16.240483847729976,160.08989966663813
Tuvalu,TUV.1_1,2,0,2,1,1,Tuvalu,Oceania,1,57.4825,1.25,41.726,365.26811,0.0,0.0,0.0,0.0,0.0,27.178888617621528,3191.711111111111
Uganda,UGA.1_1,7,0,7,6,1,Uganda,Africa,0,41562.5202,1.0,241440.002,178.47373,26.539059187379937,0.7358309033733921,7.24740807755544,20.540728669532,27.7881367470874,22.797587840700764,1309.5392870015476
Ukraine,UKR.1_1,11,0,11,9,2,Ukraine,Europe,0,170202.6344,2.25,601362.646,74.49122,60.517325436305256,3.382341491007703,15.7300800239572,8.51044969803849,24.2405297219957,8.574915607697251,608.2858744999307
United Arab Emirates,ARE.1_1,9,1,8,5,3,United Arab Emirates,Asia,0,439900.7795,2.0,71093.261,126.60325,0.6968659606952239,2.3742518610694905,0.0101304992494221,0.577329191431626,0.587459690681048,27.53351728621986,78.11154473892819
United Kingdom,GBR.1_1,112,1,111,82,29,United Kingdom,Europe,1,3023917.8580000005,3.0,246087.236,269.9491,28.078496633826553,5.67044437673886,5.20865451714658,10.436089342894,15.6447438600406,9.075288210051854,1226.634298199734
United States,USA.1_1,296,6,290,244,46,United States,North America,0,23616342.4,3.0,7948777.656,42.78217,17.94214589294464,1.7524860879764157,26.7463733797436,12.457694024075,39.2040674038186,11.365674824749338,822.2261703200912
Uruguay,URY.1_1,4,0,4,3,1,Uruguay,South America,0,64811.455,1.75,177598.801,19.60867,15.76860280218165,0.3903135746199024,6.66642186695312,5.74932655138365,12.4157484183368,17.382885135320812,1300.4655051502923
US North American Islands,USA.3_1,6,1,5,4,1,United States,North America,1,,,9332.634,407.79859,2.0502050205020503,12.392967691830911,36.30264260994,33.9612973643043,70.2639399742443,24.93632202075276,1881.4428121124313
US North American Micronesia Islands,USA.4_1,3,0,3,1,2,United States,North America,1,,,47.268,0.0,0.4391314954867041,0.0,0.195169553549646,3.22029763356916,3.41546718711881,25.332692843217117,1739.1172896165115
US Oceania Micronesia Islands,USA.6_1,3,0,3,1,2,United States,Oceania,1,,,504.131,79.90789,0.0,0.0,0.0,0.0,0.0,26.17388058499515,2218.1331641353777
US Polynesian Islands,USA.5_1,4,0,4,2,2,United States,Oceania,1,725.6,,204.246,270.26185,0.0,0.0,0.0,0.0,0.0,25.780645201283114,5506.4144995904735
Uzbekistan,UZB.1_1,2,0,2,1,1,Uzbekistan,Asia,0,80552.9323,,447555.715,74.12436,12.892437648544796,1.8991480724424308,0.201459312532405,0.155777117506487,0.357236430038892,13.0769045896386,225.89828138241145
Vanuatu,VUT.1_1,4,0,4,1,3,Vanuatu,Oceania,1,988.9748,,12318.985,25.20071,0.01984387594364717,0.1472226605723919,80.7957583242697,5.00415303975106,85.7999113640208,24.07623815033627,2680.2670872446024
